Sum of Capital Funding,Column Labels,,,,,,,,,,,,,,,,,,
17091,0,60974,191521,891017,1159175,1582208,125329,88702,391991,210568,0,80230,0,94482,1968900,676044,930798,,8451939
17093,,,,,,,,6646136.172,2963623.935,8379211.451,2625888.738,10539974.32,7155039.89,6331503.369,3858208.156,8983087.625,4435051.453,,61917725.11
17097,,,,,,,,143964025.7,178698672.6,163110169,126407982.6,130498448.8,167427933.4,160147163.4,155552309.5,197622097.7,230194768.5,,1653623571
17111,,,,,,,,29248809.98,50485628.13,33560733.04,37301591.94,43307165.57,48928838.63,44418726.49,40576141.27,46978293.19,56652193,,431458121.2
17113,1597268,126802,0,639172,0,7104095,2673152,247877,1352211,536745,124731,3114101,4278265,5410581,955601,799454,2800391,,31760446
17115,21540,18164,35603,152477,28872,1686771,1715260,4085,122050,68541,137100,33694,0,101918,95131,5745197,2119593,,12085996
17143,,,,,,,,2008868,7402265,483975,1117571,614655,4591848,2355605,1113922,2834014,6801247,,29323970
17161,,,,,,,,7393622.949,17948369.16,24698956.02,4314912.814,7795544.349,22049608.62,7487336.416,5208449.149,10245713.38,6504154.084,,113646666.9
17163,,,,,,,,20317492.26,15859817.56,17331069.9,21571663.7,35846064.2,16132466.82,11329187.87,11129600.78,13933768.04,18810860.96,,182261992.1
17167,254137,1244015,638137,362318,1350057,1866686,3956155,5614033,2170673,6514864,2258861,1290591,3451387,9743460,2245424,3756284,1656645,,48373727
17183,56205,58184,0,891480,348139,181315,1604419,139704,165020,396855,27991,1147189,2907783,376137,846284,0,0,,9146705
17199,0,0,0,0,0,0,0,2836771.034,956988.6207,1888924.138,3832961.379,3587980.345,392491.0345,955113.1034,5845804.138,292085.1724,1925256.207,,22514375.17
17201,,,,,,,,27687.70458,102074.7752,1359615.806,77643.19153,0,0,52586.94501,500524.414,1099592.56,497092.8848,,3716818.282
18003,,,,,,,,6667120,3892252,864147,2571799,688719,1094513,1596289,1165845,288003,586272,,19414959
18011,,,,,,,,504822.7792,420269.2696,1097854.002,2151565.361,1690478.65,410180.0158,2500921.907,8029849.987,2802963.874,2643248.832,,22252154.68
18029,6094483.932,14336865.08,3684158.516,7937703.308,13682374.34,6595600.096,16549063.68,1239863.953,1810745.192,1358789.447,7374442.33,1862220.681,711684.3053,1205227.959,2322903.287,2834933.236,2848351.089,,92449410.44
18035,,,,,,,,0,0,839566.7187,674277.1779,175195.7794,407876.384,437474.5596,5925.529664,0,0,,2540316.149
18039,260057,64362,160430,132438,322410,1612824,667876,461675,315113,146134,2886762,1305721,223184,500498,1003775,23744,36645,,10123648
18043,1712636.186,549070.6186,744477.4707,1066892.618,772021.5754,3446872.518,862778.0528,1787082.599,2114811.114,5274120.435,6359197.467,2693186.687,3519519.57,5224378.022,3349071.697,1182117.485,2604902.202,,43263136.32
18057,,,,,,,,1147098.6,772914.1306,1875862.789,2728936.459,4491390.463,1265921.674,7883971.146,27931383.25,10144314.24,11752340.12,,69994132.87
18059,506485.8687,678137.0866,433229.7215,1032095.075,1165211.093,2032483.562,1102506.917,563413.6095,412358.7959,1199099.97,1284857.053,1384783.761,607658.86,2797187.388,12626523.57,4885391.837,3033026.863,,35744451.03
18061,243402,34761,122188,227962,231532,1275360,238324,293901,1159363,99581,327901,1119166,8761,413086,242936,362377,2035850,,8436451
18063,2114182.081,3476199.294,1953024.647,4071020.457,5359467.154,7001503.401,4422439.004,565767.7054,195936.3487,1539859.125,2828206.057,1689210.791,1264851.997,5136108.809,19089377.85,8629803.182,9410903.015,,78747860.92
18089,,,,,,,,195623025.8,232249983.3,226815745.1,212925879.8,174040081.8,193983020.5,166422550.8,246217462.1,270375390.8,197490293.5,,2116143433
18095,,,,,,,,0,0,1154179.281,736970.8221,383148.2206,540637.616,499943.4404,6074.470336,0,0,,3320953.851
18097,42105329.99,37092476.12,24038050.95,40900050.84,77983736.43,76914913.23,63490435.68,35143277.01,25844328.92,67781720.86,151976541.5,83939097.32,49544356.39,176636158.8,652333893.8,224789388.8,207776184.7,,2038289941
18105,1609203,1163247,1465291,4013109,2609683,189170,53656,587283,4188168,3302746,898788,1192227,2573454,2132757,1937360,633341,2342745,,30892228
18109,1239258.057,1481281.499,998106.677,2201643.626,2898541.325,2808535.808,2641412.396,662730.2982,521036.5346,1152005.255,2009177.567,1483395.015,692081.0659,4400487.922,11213705.57,571282.0438,4837294.459,,41811975.12
18127,,,,,,,,31172557.71,43718359.7,14509608.35,47219150.43,27944756.69,41617900.31,22331563.11,33857537.41,28505877.95,62437517.44,,353314829.1
18129,18794.92788,577030.2521,331151.8275,250704.9222,228313.998,1297474.337,51600.1663,165314.6208,28063.53634,97389.4982,91663.82737,127656.8479,136396.9746,357653.9544,165571.827,82147.94263,41424.37364,,4048353.834
18135,3263111,54101,1315824,183468,207541,3095501,162775,1326523,2385822,1348119,247799,80099,296547,541979,44050,205230,3897773,,18656262
18147,337988.4772,99099.45483,96771.73554,217507.0686,396031.267,1590287.327,163707.4926,97321.47545,212397.5715,571248.9277,440550.9236,269488.4084,165291.2732,60988.35394,171960.976,111505.1298,879795.4861,,5881941.348
18157,645615,406890,3036254,262416,5561769,3711535,6345823,3038453,4712529,2415107,6371272,5871799,1526067,4443882,1848328,2644315,5261823,,58103877
18163,245653.2977,6187728.661,2937276.096,2750037.023,2339436.583,9366927.633,378504.2139,4563876.184,677967.0494,2437570.806,1903665.614,4770330.037,3598478.643,8712545.522,4976535.032,3315789.684,1070970.336,,60233292.41
18167,252695,79928,82909,220000,296536,1260777,248906,167454,100358,217690,300954,252888,252887,0,0,0,161235,,3895217
19013,946905,1829085,975450,1301710,1349994,805248,1894930,1336259,887670,692527,273572,453448,377636,83796,82464,97319,1008822,,14396835
19015,247349.9259,1126380.37,929616.0741,1380911.778,856966.963,2663798.667,3256163.037,4583288.37,3079339.407,2019627.556,1642452.519,317080.2963,1608612.444,1308390.741,750080.0741,1093300.963,1229884.444,,28093243.63
19061,1987794,80084,60494,0,42548,0,8897166,3882735.149,404112.0176,225236.4231,456203.9945,55503.90051,3180482.995,5284906.558,614217.5836,3316316.931,270085.9646,,28757887.52
19103,6837036,1835707,2998256,619757,3441174,3926359,2243665,3543286,3189678,3164897,7443978,2181003,1704750,7998041,396710,3544794,28316,,55097407
19113,1903964,3390140,2423668,796090,1635170,1764854,2905210,2173310.173,6223712.294,6005843.598,3575322.253,706632.6487,415463.1322,470377.4903,2742598.324,13354.46179,331693.5855,,37477403.96
19153,3296746,1058327,6196132,2832368,6434260,11405052,4600393,18033305,16540995,1389826,7946739,6281668,15903238,7051142,4461051,1261501,11390681,,126083424
19163,3379269,8583918,3610905,3161166,336636,5399985,18977310,5333304.765,23387239.67,22150652.95,5948651.614,6849792.332,12927555.11,8576296.508,7706216.898,9697711.868,6594448.496,,152621059.2
19169,706714.0741,3218229.63,2656045.926,3945462.222,2448477.037,7610853.333,9303322.963,13095109.63,8798112.593,5770364.444,4692721.481,905943.7037,4596035.556,3738259.259,2143085.926,3123717.037,3513955.556,,80266410.37
19193,,,,,,,,1500580.918,65303.04925,1634826.047,1178559.611,663204.9246,981451.5904,2783898.939,5265337.634,3233492.926,1282757.033,,18589412.67
20035,65991,1374343,309426,165915,0,836705,2920080,2477931,1357449,1807350,2511608,59500,1230391,1857672,1541306,3225842,1507949,,23249458
20043,855941.35,0,69640.82119,0,0,415815.7209,459874.0101,0,548835.7635,13041.69411,69418.89886,0,25182.10511,149440.4668,182227.163,76206.79522,6023269.349,,8888894.138
20077,1238714,2208326,142316,74639,66151,33160,5408252,0,812317,999803,4714837,503855,1218080,483868,779500,1679004,2110983,,22473805
20173,,,,,,,,61280,1503781,4751756,5546315,2194983,5834067,294819,1092836,7254668,68867,,28603372
20209,31908090,29677710,26194456,29872720,21007904,49926680,39202124,47178548.39,45407036.64,31907225.15,120349994.2,95673455.9,48277577.37,90552853.35,72068921.86,23008100.85,37487627.68,,839701025.4
21015,14628946.62,30671686.87,7934580.524,19939220.24,58366485.94,27038205.78,33527959.79,2631751.427,2225948.908,4300984.556,11695476.2,3271818.279,1084092.249,624836.4331,3445834.424,1482368.11,3596043.25,,226466239.6
21019,,,,,,,,120975.3436,883266.4239,1391905.305,742887.6751,581751.6656,163250.0296,1279193.537,594078.4879,626049.176,1546991.651,,7930349.295
21029,2417111.271,480231.6358,684950.8522,1349954.946,1081319.601,3952060.615,962232.6846,323194.7325,798821.8344,1843658.223,1797598.704,1317448.199,1105872.169,837727.5345,3010648.784,334261.2278,1402065.276,,23699158.29
21037,,,,,,,,7850394.881,8488357.162,14789545,38582704.39,9660269.782,2185647.251,2794105.035,11057401.67,6570900.5,10770905.55,,112750231.2
21047,1420518.941,821500.392,1281868.108,94921.43811,156701.7116,975115.9553,1770015.598,357271.1695,247923.6423,339623.5349,200831.168,2269801.953,1700479.28,3017483.39,956074.313,2106565.683,461005.2611,,18177701.54
21059,0,0,0,0,0,0,0,0,0,0,169987,298975,309468,550925,1301647,71419,44647,,2747068
21067,4137484.627,3520138.2,571425.4266,7563470.713,1640806.018,2778081.735,10355207.32,6293178.602,4403143.824,1415497.474,5608644.342,24234162.47,17530634.66,6472317.443,430143.6485,3152497.37,4000023.823,,104106857.7
21089,,,,,,,,83752.16097,611492.1396,963626.7497,514306.852,402751.1531,113019.2512,885595.5254,411285.107,433418.6603,1070994.22,,5490241.82
21093,0,0,0,0,0,0,342007.9361,0,2580104.294,284064.0121,1508613.545,406863.0517,103752.125,301058.2006,434323.6987,773148.5967,5819638.018,,12553573.48
21101,28327.77446,289756.0869,252174.0766,320246.055,360534.4193,1126243.03,59600.6198,552705.1951,55411.41428,286263.6958,230010.5589,403790.1155,266227.3824,540123.5235,421471.1414,313503.3729,72077.29005,,5578465.752
21111,47293210.6,9955532.483,13011487.23,18893449.76,16349545.03,86953592.31,23491261.05,29039570.72,45557677.57,96674346.47,88459371.3,57328773.71,71531576.92,59933751.11,70338578.83,16100491.69,43342730.15,,794254946.9
21113,427701.3729,316135.7995,62458.57342,982213.2869,152101.9818,272698.2653,902372.6787,507017.3982,223194.1757,69610.5256,350489.6581,1141903.531,1227755.335,432654.5572,18680.35146,181720.6295,142554.177,,7411262.297
21117,45414503.45,92089096.05,39069452.96,77399310.45,165587781.7,77140570.12,109922684.5,16326407.04,13936947.35,18782352.41,62982203.38,25694248.49,6275968.005,5544587.167,25687129.34,17222332.09,19730726.82,,818806301.4
21163,0,0,0,0,0,0,125120.0639,0,981121.7059,107573.9879,566722.4545,156734.9483,38445.87499,109457.7994,159216.3013,297865.4033,2283829.982,,4826088.521
21185,1937029.764,257973.6683,455739.1601,839390.4027,762447.7738,2538250.743,1040442.218,498227.5029,897192.5938,3094197.505,899106.6339,841374.3113,2056575.665,1506205.96,1369968.248,185488.4527,748379.069,,19927989.67
21211,1228932.182,198851.5943,314975.2862,599772.2747,512596.021,1784753.815,585415.9918,249759.4456,497941.8895,1514772.365,720575.8908,593257.0919,980240.68,724092.3745,1158307.437,140526.1488,578848.3003,,12383618.79
21227,0,0,0,0,0,1866695,318314,745547,0,22672,243649,293949,40164,0,618717,1018701,95146,,5263554
22005,938405.1262,3567822.377,553714.4481,614907.807,899366.1831,985192.1377,1997240.009,408730.8952,493726.4317,2057636.882,1259957.631,1052648.528,833512.1007,920261.2617,718286.259,288552.1394,641912.3874,,18231872.6
22017,2438341,292012,1478380,960015,669503,2717994,5710492,1167886,1306255,629158,3111169,2324335,13066671,1426530,554635,2585261,43927,,40482564
22033,5081709.589,31942416.57,4106336.368,3968760.701,7332779.176,6727566.583,15429989.88,11464985.64,13441525.63,26099784.82,13949712.72,32317962.48,19387429.82,18661686.37,16505965.02,4605821.474,16283801.88,,247308234.7
22043,839.6992562,33228.479,395572.1397,87554.04121,23064.31697,55313.19375,38783.39321,244669.4965,185795.8001,4669.79308,59745.31987,37116.93805,10775.19223,150428.0418,12162.33894,1444.684691,71741.33786,,1412904.206
22047,,,,,,,,480647.7983,656745.6397,1387493.555,870261.6442,1121486.579,900511.0298,1168600.604,414471.2462,196671.7232,581637.325,,7778527.145
22053,90131,1252632,136444,1133581,2694460,216771,1323525,290195,457943,995296,269531,224040,1290035,2192958,2048141,1492997,519135,,16627815
22055,1229303,95195,517497,87473,1205882,7435754,4941907,385655,2450388,667335,1089912,962292,0,167180,1542996,1427442,1507843,,25714054
22063,1196345.285,4676421.058,432444.1842,601846.4919,1034904.641,883936.2791,2290755.112,302305.806,960468.2657,3082422.922,2316867.544,3141555.573,1642284.887,1285117.05,1781271.582,349014.8612,829913.1772,,26807874.72
22071,2405063.954,19026303.54,23619656.23,55454470.94,96046308.49,133398566.6,41908512.7,149839097.3,41958754.69,29558068.35,11927362.93,23357792.61,60790398.83,41359522.74,42307851.96,47783640.87,88244423.65,,908985796.4
22079,5690.300744,270109.521,1957819.86,603017.9588,131617.683,432906.8062,189596.6068,2724774.503,1583922.2,36042.20692,759900.6801,412871.0619,116882.8078,1654533.958,149433.6611,24893.31531,778780.6621,,11832793.79
22087,966948.0459,8009207.46,13358445.77,59671186.06,36810686.51,52979829.39,26251109.3,2445379.678,1328182.526,325652.0126,366772.6443,590367.2174,1629168.695,885190.91,953535.095,1368035.985,2843740.736,,210783438
22089,,,,,,,,2949097.988,904067.7877,650264.6412,152237.426,426702.1749,1028974.479,596921.3518,749374.9432,572915.1488,1447414.612,,9477970.553
22109,0,0,0,0,0,0,2359394,117601,123419,708736,12943,70936,4816,35563,436374,12780,1582296,,5464858
22121,,,,,,,,343319.8559,469104.0284,991066.8251,621615.4601,801061.8423,643222.1642,834714.7173,296050.8902,140479.8023,415455.2322,,5556090.818
23001,219332,54529,86693,118023,226822,0,1135346,75580,3017,146306,222051,1094776,56555,134599,1173920,1449644,1019117,,7216310
23005,2977717,2351323,4106552,764845,3342768,3850299,17724097,15427671,10767351,11356101,2506368,14760492,19803103,13699726,8424210,6444839,10254866,,148562328
23019,422371,233725,0,23880,148411,194640,2021950,0,0,0,0,111032,359335,1391318,1334954,3306836,5069578,,14618030
23027,0,0,0,0,0,0,0,316297.7425,204732.0308,551081.2606,453870.4289,331097.5323,808769.6133,1014655.92,685409.8285,26150.03345,26757.00586,,4418821.396
23031,284875.6276,151935.9613,410813.8912,368585.8195,4070786.384,503846.5953,3323055.894,313557.9777,6101175.475,254920.3245,517926.6342,2397604.495,623469.9955,987984.0125,2705447.437,222311.8075,523591.6702,,23761890
24001,0,782815.5256,53451.37802,166787.0597,604463.2473,695502.1892,97260.1578,19365.1203,115756.473,0,222025.6215,3049.142517,0,482840.8988,806731.7098,21160.99977,1601433.661,,5672643.184
24003,67312616.71,54731978.32,39255839.03,50720762.24,73703151.3,97390734.44,75956235.46,104997565.5,105878168.1,108467567.6,111530577.2,89417224.41,84454963.58,85618239.91,56151669.33,180555580.5,174313181.4,,1560456055
24005,133695.9075,619335.6861,481821.7987,0,2691229.934,4032609.39,0,0,10407468.02,67944.93584,127575.3091,1176103.848,92916.75182,727799.0225,2686468.541,1005495.077,1348559.919,,25599024.14
24013,17110467.17,24404667.68,15144192.1,21490020.2,27446551.47,29143141.08,43001887.39,45073685.42,44316874.71,41138633.64,65512294.77,57147642.17,44939810.15,40189143.59,23839738.71,44682272.15,51431778.98,,636012801.4
24015,5513.201537,30874.96497,28642.89711,0,180586.1826,182279.8281,0,0,295387.718,3313.569291,6940.486058,31178.2343,4307.489914,42824.0219,84864.57284,41907.80079,85733.26915,,1024354.237
24021,,,,,,,,1880163,14398,0,0,2988803,789363,3000102,2432162,622526,4192566,,15920083
24025,17135.89091,86460.34892,82965.30418,0,368171.8833,694412.7818,0,0,1241548.263,12297.49487,32020.2048,163933.9179,13367.75827,120370.9556,413073.8865,148193.1225,177351.8121,,3571303.625
24027,29898937.87,35137579.05,10795276.73,24968115.6,33399365.21,42848181.32,48237787,44676490.61,40803296.2,37783941.66,90906912.93,54236809.53,40267018.51,56326938.22,45620461.61,111513465.6,97518908.26,,844939485.9
24031,258632712.5,206749058.1,137135542.9,191318879,298553286.3,344972985.1,390859523,359154690.7,410052993.7,448899387.2,535100652.5,450110497.8,465208255.3,382565918.3,301937503.6,821407869.8,821446609.1,,6824106365
24033,258193774.9,241309405,137897010.6,177054593.2,263657145.3,345713020.1,375505105.2,407687186.6,442014031.9,428350387.2,394097649.9,371934042,408188759.4,352637497.6,325207424.7,879625493.6,867318786.5,,6676391314
24035,19609981.83,10867198.03,8052462.742,12234753.35,10979501.41,17560872.85,18626300.51,27347111.93,24047447.74,32032833.82,25398913.41,21060677.5,27597068.77,28284338.72,19056975.05,69524005.56,50227684.42,,422508127.6
24043,226341.1399,277804.6381,99018.51046,115946.4856,2374218.884,851209.4187,1398280.378,237431.8089,262085.7651,79078.79431,584577.5958,165900.5013,73705.89513,239443.3813,453689.5776,215064.1579,0,,7653796.933
24045,0,872290,246475,0,0,2107523,926587,1329622,6477677,217837,389282,80120,234814,3092696,1185087,822679,981410,,18964099
24510,895536973,812198071.8,405392896.8,628886444.4,821517238,1011034835,1091527988,1428386821,1418539294,1399985763,1647111427,1282109583,1511626582,1183406637,930569315.1,2496816202,2294291982,,21258938053
25001,1484902.474,5991805.375,2727759.569,4275188.488,1132664.861,6014711.808,1808189.773,2576444.11,2759286.921,1713097.566,22092281.99,18170097.84,15618598.66,14004503.29,12655916.63,5630974.987,9667027.612,,128323452
25003,1502336,405917,2313557,351523,239092,755373,831959,2129178,1676226,2364050,1307392,732471,756360,1691182,225129,968050,826037,,19075832
25005,372361231.6,380512054.3,379276956.6,244331573.4,348791394.1,244012190.1,267255584.3,277066865.1,321405608.1,339245301.1,494110007.4,435248532.7,497692529.4,336888379,638046820,552398885.5,1144033321,,7272677234
25009,73197786.81,61202670.33,67311030.36,63058284.96,62960204.74,56031775.8,62363195.47,399384787.4,485607064.2,664396877.8,600080915.9,777062736.2,705593880.8,550968408.3,933979907.7,907539941.8,1788385149,,8259124618
25013,3658162,11613287,7459884,8271749,11496611,10912389,20341008,23625113,10357990,11315008,16916435,20875777,27679580,46770234,18024710,12794644,15290577,,277403158
25017,320623010.4,295897305.1,302278769.3,294501686.6,285592539.5,246233897.8,285221252.8,613798125.9,782072332.2,946249095.5,1161190205,1091541369,1187351736,957465014.9,1757616263,1789539637,3195550611,,15512722850
25021,190754507.5,189852682.1,205460427.7,195211415.4,214974523.4,172617381.9,198795614.3,196622845.4,248714833.1,281253863.1,351089785.6,338387927.4,387994593.1,303023132.7,492095395.6,585490677.6,1006216120,,5558555726
25023,1001597.526,4821798.625,1761358.431,3432231.512,830637.1388,6008718.192,1882134.227,4041875.89,4206347.079,3053310.434,52065458.01,33706810.16,27709395.34,31252306.71,28338103.37,18343485.01,15131280.39,,237586848
25025,3031957920,2962925179,3197828971,2290214897,3089162746,2219894398,2369917187,1351478938,1420311842,1850476750,2418462496,2201361651,2647452308,1916531128,3505727978,2984200216,6180979745,,45638884351
25027,10643793,3469826,2682150,3942741,3929505,4888520,4271707,5389105,9552565,5104446,3125646,3887011,2623372,2893810,4617291,5642084,6941240,,83604812
26017,,,,,,,,164391,205451,149930,3743030,260361,247443,192150,238027,379727,2666782,,8247292
26021,11298985.52,1831913.545,2291307.264,2949624.931,8121016.733,31586312.67,2684355.507,2735560.525,3133844.429,15304997.07,7606260.076,8348847.592,4080124.727,1089046.646,3285494.024,2227927.87,11901671.51,,120477290.7
26037,2651305,9665094,7009636,2040234,4933093,10115684,9007588,12162867,10168865,8329836,14695490,3155120,9483590,1043659,14407801,2751351,10227172,,131848385
26049,,,,,,,,12547360,12458667,1055013,13647900,7624186,11076748,1959580,15494203,8291528,5945999,,90101184
26075,,,,,,,,981862,486391,77808,337851,592159,222511,136859,329418,743470,456336,,4364665
26077,,,,,,,,652948,305475,14522,44665,172741,110609,200460,883031,431763,89794,,2906008
26093,32723444.76,61174271.86,69425286.15,85677413.99,81693469.56,103279647.4,76749420.72,7473378.558,8168690.531,9163183.248,30985905.01,30140827.36,17905010.24,12013072.16,6109362.479,21487438.2,7875390.848,,662045213.1
26099,,,,,,,,80783098,49586185.08,64004104.33,165175076,156789770.7,109376354.1,72751915.59,78280273.87,112629060.4,64960548.08,,954336386.2
26115,25987399.36,43284740.3,31329596.57,64075878.28,76397655.59,120105297.2,69974789.23,12184091.58,7563218.496,12160744.55,21915701.3,24250911.52,27016821.72,10285337.41,10255310.68,13372433.65,13298113.83,,583458041.2
26121,234819,51910,1294657,155257,1858723,690042,836494,1835918,940336,1752727,2921719,123798,228961,303137,735280,60617,0,,14024395
26125,,,,,,,,112402132.6,63771515.78,94398011.54,198756518.2,215037680.5,199794346.8,106398195.9,141149579.6,189689262.6,101798177.4,,1423195421
26139,,,,,,,,722780,4853391,533572,373036,1573484,1344595,144791,9506,2712670,105104,,12372929
26147,18046079.05,17676815,29864248.41,51350524.73,71156760.52,65163500.22,39484441.11,24569867.18,12478672.24,15787204.19,36473125.58,55779314.63,20779205.43,19829373.83,27308464.71,21734766.33,17562161.66,,545044524.8
26151,2342244,9623144,1968168,5751243,4558083,2072647,4498578,5894503,1803960,2285794,5584760,3986768,593522,310641,6894454,3337396,2448570,,63954475
26159,,,,,,,,2141726,3099246,2293384,2385748,690707,503508,2949323,3026294,7324446,1243148,,25657530
26161,,,,,,,,1741181.654,2209413.701,1323310.82,1212688.266,2475230.855,1065681.22,1305137.468,501574.5644,1087366.488,1303116.924,,14224701.96
26163,,,,,,,,22296990.35,30985766.3,18390835.18,13663031.73,31840279.14,13076386.78,13658830.53,7488251.436,12687915.51,13188463.08,,177276750
27003,,,,,,,,114665769,94251320.25,73466253.99,52821228.46,45362987.18,48277210.67,62326175.55,105251101.4,134717647,165200488.9,,896340182.3
27009,,,,,,,,866883,1119604,18648923,423034,460583,3413309,6277956,4969037,2458489,2612918,,41250736
27019,6268123.143,19629589.17,7712430.335,25270600.85,24260783.22,31560417.19,83375352.05,22141077.59,7957592.732,9406854.79,5721814.872,7131038.553,6091151.165,15506600.55,12098993.8,34172163.47,30192037.08,,348496620.5
27027,1206600.013,4819402.159,1819417.443,0,2480760.778,1592720.535,1281545.538,116431.485,1499351.295,260234.746,1140570.457,1583086.021,1339361.057,2468966.782,513933.055,818496.4774,1168651.976,,24109529.82
27053,76844222.06,141448253,131650132.3,254764226.7,314527109.3,299732120.9,722330898.8,1127660294,776710642.3,640686521.6,775226500.1,589289492.5,613968325.7,642599098.5,986682172,1342407584,1569682729,,11006210323
27061,10922112,7119806,11387394,6874735,16209663,15852577,17517355,23110303,16319496,18641766,3700098,10717772,20635670,7785486,33312812,41116813,16255894,,277479752
27095,2845880,0,0,0,53277,2679176,6431621,6633617,3603143,2037007,4232762,174301,2340880,8035271,5142421,2344805,4792559,,51346720
27123,99151162.8,212346997.8,230882493.4,406553224.4,578067835.5,519958169.9,1312965969,498085871.5,360045752.7,323919465.6,301001508.5,307564777.8,282887616.5,322266161.4,496410140.8,807338477.3,748734208.8,,7808179834
28033,4438783.803,7067864.273,1705372.936,3203761.312,1394380.377,15739747.9,25311024.01,8085799.403,9257121.709,11599729.79,5373722.746,5704438.688,5656122.457,11545622.26,7621898.167,18680003.66,17942043.16,,160327436.6
28047,1335760,1363885,1925694,2038514,5189547,1452620,669609,816850,1880934,2256897,5719329,452275,896808,1482001,5267142,5614131,1500442,,39862438
28049,0,0,2007775.068,0,715546.6178,8880822.138,6957471.56,11073973.52,2214206.745,7743097.788,0,3676975.308,1406342.955,3996522.02,1757882.111,5270747.843,1745886.408,,57447250.08
28121,0,0,294280.9323,0,159797.3822,1525603.862,1041774.44,2241420.481,632149.2548,2102716.212,0,546534.692,272609.0445,724111.9802,495941.8894,1351200.157,262355.5916,,11650495.92
29003,1766796.65,0,79997.17881,0,0,885680.2791,924547.9899,0,1339116.236,27906.30589,92705.10114,0,88257.89489,283367.5332,826574.837,140185.2048,7997516.651,,14452651.86
29019,195794,1084494,3531718,15366,41816,1759280,1232031,2659992,299336,760931,1016248,0,0,0,572497,1989036,2507177,,17665716
29043,,,,,,,,4652329,10631634,1501396,3553700,1637960,28117,5351260,220836,992374,1978431,,30548037
29051,2032275,892716,405638,21763,82622,167283,663365,625730,82320,110717,4453,192814,111386,159123,41189,69680,86594,,5749668
29119,124893.0145,58018.4634,92231.54972,175043.2668,235281.7645,310230.1024,339758.4509,126461.8767,170209.3604,61316.17351,214499.0913,60845.98957,132069.6689,202597.5275,432863.9898,307186.8319,189652.7412,,3233159.863
29165,,,,,,,,6846027.612,4004637.357,3444302.846,13823087.76,10872500.1,3577882.628,4908222.654,4202322.143,2333619.148,4218320.322,,58230922.56
29189,628897701,610659435,241592799,105004566,162329919,77734575,163920042,51230268.13,47616727.38,52093088.89,58216325.88,70093007.89,45952853.52,27350334.82,25458305.77,54379450.2,54061836.69,,2476591236
29510,,,,,,,,115703224.6,99179831.06,116575259.2,128747890.4,138057545.9,88905408.66,66817316.31,55337850.45,114483261.8,119010251.3,,1042817840
